查询_8000C码率查询_20160325133831
测量类型:,码率级别 
查询时间:,2016-03-25 00:00:00 - 2016-03-26 00:00:00
制表人:,admin
制表时间:,2016-03-25 13:38:31
序号,开始时间,结束时间,查询粒度,网元位置,VOD用户数,VOD流量(kbps),TVOD用户数,TVOD流量(kbps),TSTV用户数,TSTV流量(kbps)
3130,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",232,467300,131,230648,13,41560
3131,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",303,807200,169,331640,12,34512
3132,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",228,561600,180,316300,52,146500
3133,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",1,1600,65,108312,4,10096
3134,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",1,7900,1,1648,0,0
3135,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",383,898300,295,579880,72,222184
3136,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",448,913700,257,533104,72,216360
3137,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",375,908600,259,512392,57,165344
3138,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",405,954600,202,431720,66,214456
3139,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",2,9600,119,301760,17,67416
3140,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",296,725100,158,309992,29,80120
3141,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",258,611700,169,309968,32,100240
3142,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",470,1124200,335,641824,83,262128
3143,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",613,1653800,543,1034552,128,395816
3144,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",527,1365200,421,802472,113,349784
3145,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",388,1197400,356,697120,84,249360
3146,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",0,0,0,0,20,61472
3147,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",112,296100,162,334400,27,81168
3148,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",14,29700,659,2134480,14,74904
3149,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",206,528700,214,370928,31,91544
3150,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",318,877200,242,467832,46,134208
3151,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",7,17900,3,11480,1,2888
3152,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",227,609100,272,561168,50,158304
3153,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",301,769700,328,662080,84,252936
3154,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",8,37800,0,0,0,0
3155,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",260,701100,254,468904,52,152736
3156,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",494,1470000,497,999344,103,303056
3157,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",270,687600,282,522544,66,214168
3158,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",243,629200,255,494944,48,147560
3159,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",327,851200,353,695048,57,185432
3160,2016-03-25 09:45:00,2016-03-25 10:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",11,36600,50,110488,9,36320
3161,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",395,956200,336,682360,94,297936
3162,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",443,1072000,368,686936,129,363536
3163,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",65,216000,307,549576,0,0
3164,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",401,972200,377,692072,108,332968
3165,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",496,1150600,394,708656,118,360512
3166,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",589,1432700,458,950896,173,534200
3167,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",287,672600,146,276128,76,209896
3168,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",503,1072500,306,552040,150,392744
3169,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",372,660800,110,203352,86,232840
3170,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",528,1219900,514,1045968,127,370392
3171,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",183,415300,239,444400,57,173200
3172,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",214,493200,155,305336,60,226584
3173,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",375,833800,426,836440,115,376880
3174,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",454,1061700,434,789176,131,373968
3175,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",506,1131500,389,721056,145,444256
3176,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",523,1202400,494,936096,149,443680
3177,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",585,1328400,388,694088,106,316512
3178,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",624,1431600,374,685984,121,351904
3179,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",218,548300,124,218296,25,92800
3180,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",2,9100,65,108336,18,49000
3181,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",750,1834400,432,805688,163,484424
3182,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",527,1095000,301,544312,94,268368
3183,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,205,555664,16,55480
3184,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",344,784300,193,378040,85,264896
3185,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",471,1077500,306,563808,80,230584
3186,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",636,1514500,367,697360,114,361192
3187,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",600,1341800,451,798592,131,360544
3188,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",100,219200,83,159200,25,82424
3189,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",368,829000,264,439352,32,98808
3190,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",230,477300,151,263256,33,94136
3191,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",284,651900,224,412792,38,104760
3192,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",2,3400,74,143784,16,43456
3193,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",5,8400,0,0,2,11032
3194,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",332,861900,252,468912,33,97224
3195,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",301,735100,185,315184,47,132400
3196,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",4,6800,96,277224,4,27416
3197,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",466,1032000,290,529128,91,268256
3198,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",394,1004200,218,447368,82,249144
3199,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,pdpop2-3",0,0,20,40000,0,0
3200,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",36,67400,18,28928,5,11744
3201,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",60,126600,52,91368,18,51792
3202,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",196,432700,210,387680,44,135984
3203,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",377,851300,334,623376,92,273448
3204,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",13,34400,94,380416,46,199336
3205,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",385,908200,312,542144,95,261056
3206,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",430,959400,310,609304,99,299704
3207,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",519,1174700,442,793080,131,397008
3208,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",174,369800,125,222096,27,76424
3209,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",234,452600,149,262424,15,47296
3210,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",314,844200,170,349256,13,37368
3211,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",228,549100,187,328400,48,136500
3212,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",1,1600,68,113256,4,10096
3213,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",1,7900,1,1648,0,0
3214,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",397,928400,286,591304,75,232024
3215,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",456,946500,264,539272,71,212240
3216,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",392,969000,247,479616,56,162472
3217,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",398,955300,215,460192,64,203304
3218,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",3,11300,120,303392,17,66232
3219,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",301,758800,174,329320,28,77256
3220,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",260,614900,179,325120,34,105960
3221,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",463,1088100,353,664904,81,259432
3222,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",634,1676800,560,1069392,126,389992
3223,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",548,1425300,447,864984,107,332544
3224,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",413,1265500,379,745944,81,246120
3225,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",0,0,0,0,21,57728
3226,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",115,301400,166,341192,24,73736
3227,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",13,28000,691,2194912,15,83072
3228,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",225,567500,211,365920,30,88656
3229,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",315,860000,256,504216,49,142904
3230,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",10,29100,4,13128,1,2888
3231,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",244,650500,279,580464,46,148096
3232,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",326,829800,336,668776,82,252504
3233,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",8,31600,0,0,0,0
3234,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",270,749700,267,488360,48,143776
3235,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",509,1452100,519,1023704,97,286928
3236,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",278,731400,284,524200,65,199336
3237,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",249,652100,279,549648,47,149976
3238,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",336,885900,354,715400,55,179656
3239,2016-03-25 10:00:00,2016-03-25 10:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",10,34900,47,104488,9,36320
3240,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",427,1047600,332,674608,91,294688
3241,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",462,1129200,380,702824,131,366816
3242,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",72,227700,314,563768,0,0
3243,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",416,1040800,402,740344,103,318616
3244,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",505,1153900,390,707528,114,348896
3245,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",607,1495500,484,967264,171,528328
3246,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",304,707800,145,261336,76,215160
3247,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",512,1112900,309,557632,145,380744
3248,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",369,649200,112,206544,87,235808
3249,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",546,1282000,532,1076800,126,367576
3250,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",189,431800,253,472552,57,173208
3251,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",231,540400,162,315904,62,237608
3252,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",390,884400,449,860096,112,368440
3253,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",458,1062500,462,849152,128,365456
3254,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",523,1185400,415,787504,148,446208
3255,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",550,1273600,505,956968,148,447528
3256,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",593,1342000,388,703112,107,319368
3257,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",639,1450700,361,666040,123,357616
3258,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",216,550700,123,216616,26,95656
3259,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",2,9100,69,113720,17,46144
3260,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",744,1761300,439,835376,152,447688
3261,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",534,1113200,299,531776,99,286736
3262,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,222,590032,16,55480
3263,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",339,788700,207,373248,84,262040
3264,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",489,1153800,316,599872,78,224872
3265,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",655,1553100,380,709792,113,353024
3266,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",596,1335500,466,829520,107,293216
3267,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",99,223600,88,167352,25,87792
3268,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",379,853800,254,423080,35,106200
3269,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",236,493300,146,255016,29,79784
3270,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",289,666500,222,422688,38,106040
3271,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",1,1700,70,137208,16,43456
3272,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",4,6700,1,1632,2,11032
3273,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",337,883100,256,474160,33,97224
3274,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",313,780400,198,350576,45,125424
3275,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",3,5100,100,266512,5,29056
3276,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",473,1044300,289,535216,89,262552
3277,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",388,974800,214,440936,82,249160
3278,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,pdpop2-3",0,0,22,44000,0,0
3279,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",34,63900,19,30528,5,11744
3280,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",62,123800,54,94664,17,50192
3281,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",208,471700,202,378016,37,110600
3282,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",391,869000,354,641240,93,275104
3283,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",11,31100,93,378880,45,207072
3284,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",395,937200,329,574752,94,255728
3285,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",447,1006900,337,656976,99,305112
3286,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",521,1202700,466,831528,128,383088
3287,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",187,397600,129,231240,28,79280
3288,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",221,443300,158,279712,16,50176
3289,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",316,872100,163,338888,12,34528
3290,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",230,564900,188,341900,47,134000
3291,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",1,1600,69,114912,4,10096
3292,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",1,7900,1,1648,0,0
3293,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",404,940300,293,594944,72,223384
3294,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",470,995200,279,562288,70,210568
3295,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",400,1007500,248,466912,53,153856
3296,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",417,1006000,226,486136,66,209064
3297,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",4,12900,113,290656,13,54784
3298,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",301,770900,182,348912,30,81736
3299,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",269,635600,166,289592,33,103088
3300,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",489,1156800,367,713464,76,248824
3301,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",650,1778200,602,1156520,124,384368
3302,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",560,1483600,467,895960,110,340912
3303,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",427,1319200,394,767856,81,246032
3304,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",0,0,0,0,23,68848
3305,2016-03-25 10:15:00,2016-03-25 10:30:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",108,301900,174,354976,24,73808
