序号,开始时间,结束时间,查询粒度,网元位置,总容量(MB),剩余容量(MB)
1113,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,核心8000H,15254336,7695308
1114,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1115,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759135
1116,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,核心8000H,15254336,7700553
1117,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,796812
1118,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789446
1119,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1120,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245681
1121,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1122,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1123,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791842
1124,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866971
1125,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763957
1126,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765050
1127,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760261
1128,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1129,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,842517
1130,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1131,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,761747
1132,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954880
1133,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841196
1134,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790211
1135,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,758208
1136,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,761595
1137,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,758254
1138,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,dqpop6-2",3813658,838443
1139,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864806
1140,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840091
1141,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787205
1142,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1143,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1144,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243490
1145,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,核心8000H,15254336,7695364
1146,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,761883
1147,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952818
1148,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1149,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,794433
1150,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1151,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1152,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865875
1153,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841571
1154,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1155,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,760489
1156,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1157,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,核心8000H,15254336,7700639
1158,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,764721
1159,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1160,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1161,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954262
1162,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759210
1163,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1164,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763338
1165,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791673
1166,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245705
1167,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,795284
1168,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841219
1169,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,788723
1170,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,760777
1171,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789841
1172,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,952806
1173,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,761611
1174,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243497
1175,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,核心8000H,15254336,7695486
1176,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1177,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,863891
1178,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,dqpop6-2",3813658,838863
1179,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1180,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1181,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1182,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,756993
1183,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1184,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838837
1185,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,757292
1186,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786482
1187,2016-07-27 16:15:00,2016-07-27 16:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,792965
1188,2016-07-27 16:30:00,2016-07-27 16:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1189,2016-07-27 16:30:00,2016-07-27 16:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1190,2016-07-27 16:30:00,2016-07-27 16:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1191,2016-07-27 16:30:00,2016-07-27 16:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1192,2016-07-27 16:30:00,2016-07-27 16:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1193,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953395
1194,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1195,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243514
1196,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1197,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864978
1198,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1199,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,757375
1200,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,757329
1201,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,760553
1202,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,dqpop6-2",3813658,839125
1203,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,763642
1204,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1205,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787542
1206,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,792687
1207,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838638
1208,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789285
1209,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,核心8000H,15254336,7696397
1210,2016-07-27 16:45:00,2016-07-27 17:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1211,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,791471
1212,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,956688
1213,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,dqpop6-2",3813658,845017
1214,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1215,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,765774
1216,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,769243
1217,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245706
1218,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,795067
1219,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762094
1220,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,870279
1221,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1222,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1223,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,核心8000H,15254336,7703779
1224,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1225,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1226,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762383
1227,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,843881
1228,2016-07-27 17:00:00,2016-07-27 17:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,794110
1229,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1230,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,核心8000H,15254336,7701945
1231,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,794434
1232,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1233,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,793595
1234,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789210
1235,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1236,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,767635
1237,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,dqpop6-2",3813658,842375
1238,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954728
1239,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,869301
1240,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1241,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761231
1242,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764058
1243,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,842876
1244,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3244064
1245,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1246,2016-07-27 17:15:00,2016-07-27 17:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759952
1247,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,797972
1248,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1249,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1250,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,764739
1251,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,771694
1252,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,846078
1253,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,796792
1254,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3246998
1255,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,核心8000H,15254336,7712734
1256,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1257,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,791956
1258,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,872028
1259,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,dqpop6-2",3813658,846323
1260,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,768952
1261,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,765191
1262,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1263,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,957689
1264,2016-07-27 17:30:00,2016-07-27 17:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1265,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,870486
1266,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,dqpop6-2",3813658,844011
1267,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762581
1268,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,763134
1269,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,797152
1270,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,769240
1271,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789907
1272,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,844742
1273,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3244927
1274,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1275,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1276,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,956019
1277,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,795307
1278,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1279,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,核心8000H,15254336,7709527
1280,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,767543
1281,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1282,2016-07-27 17:45:00,2016-07-27 18:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1283,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,769146
1284,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1285,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,764650
1286,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,845902
1287,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1288,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,798101
1289,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1290,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,771229
1291,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,dqpop6-2",3813658,846097
1292,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,871447
1293,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1294,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,764154
1295,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,957537
1296,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,796694
1297,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,核心8000H,15254336,7714774
1298,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1299,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,790858
1300,2016-07-27 18:00:00,2016-07-27 18:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3247115
1301,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,795729
1302,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3244928
1303,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,768004
1304,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789501
1305,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,766384
1306,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1307,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955108
1308,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,869151
1309,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,dqpop6-2",3813658,842907
1310,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,843349
1311,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,793609
1312,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1313,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1314,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761800
1315,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,核心8000H,15254336,7709628
1316,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,761197
1317,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1318,2016-07-27 18:15:00,2016-07-27 18:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1319,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,769961
1320,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,dqpop6-2",3813658,844768
1321,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1322,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,956567
1323,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762803
1324,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1325,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,796719
1326,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3247118
1327,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,844422
1328,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,核心8000H,15254336,7714893
1329,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1330,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,790978
1331,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,794692
1332,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1333,2016-07-27 18:30:00,2016-07-27 18:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
