序号,开始时间,结束时间,查询粒度,网元位置,磁盘总容量(MB),磁盘剩余容量(MB)
4906,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17970207
4907,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22696563
4908,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,51988388
4909,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41640536
4910,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43317332
4911,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24426111
4912,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47812384
4913,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48261951
4914,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31100108
4915,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44544899
4916,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28588539
4917,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42768690
4918,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46652671
4919,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40345444
4920,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44163478
4921,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57602853
4922,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15356324
4923,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44241711
4924,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44441788
4925,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20510027
4926,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24636143
4927,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43760417
4928,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54926071
4929,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22572629
4930,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45481982
4931,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21026571
4932,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,25043314
4933,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19463682
4934,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45822860
4935,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37893709
4936,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,41918992
4937,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47817367
4938,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39726273
4939,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70684656
4940,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34802063
4941,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50215237
4942,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38188345
4943,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56622024
4944,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43058344
4945,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44307940
4946,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44775361
4947,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45721547
4948,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22863942
4949,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,36015708
4950,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45737888
4951,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41573172
4952,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16706675
4953,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45744430
4954,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40415398
4955,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,16964776
4956,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30638396
4957,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,44170933
4958,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45009748
4959,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42405004
4960,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59031334
4961,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33736316
4962,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10978198
4963,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18368307
4964,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37631172
4965,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,39490061
4966,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23810481
4967,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21508092
4968,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7795050
4969,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
4970,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45132089
4971,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24113528
4972,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18242738
4973,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47250774
4974,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23655727
4975,2016-07-27 15:30:00,2016-07-27 15:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15295396
4976,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48367886
4977,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40439441
4978,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45643065
4979,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33667235
4980,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44408793
4981,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70635552
4982,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20431344
4983,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39684231
4984,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15226786
4985,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,58962714
4986,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,10854014
4987,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18484028
4988,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43666128
4989,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44236665
4990,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44597578
4991,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17998976
4992,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22785490
4993,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,44105334
4994,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13732018
4995,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41742354
4996,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22550494
4997,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28536108
4998,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7828696
4999,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45804550
5000,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,41135147
5001,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43242701
5002,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45678708
5003,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44185804
5004,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,36119292
5005,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34878395
5006,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54855474
5007,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,35966113
5008,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45162982
5009,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,20956475
5010,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57866442
5011,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18285581
5012,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22854678
5013,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,41869295
5014,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16754786
5015,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,24065727
5016,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,12051832
5017,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24342672
5018,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23863145
5019,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42549130
5020,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21596790
5021,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46576547
5022,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45744870
5023,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41739046
5024,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,25003156
5025,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19561488
5026,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42685335
5027,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51917234
5028,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,38017515
5029,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2366283
5030,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15417851
5031,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40313077
5032,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45762289
5033,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56552365
5034,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43156057
5035,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44705500
5036,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50141008
5037,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38208101
5038,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24594442
5039,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37755758
5040,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47974920
5041,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47269895
5042,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12314507
5043,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23610576
5044,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
5045,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44170954
5046,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45179269
5047,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47923090
5048,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,52003411
5049,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31034307
5050,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30633885
5051,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,16966024
5052,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27397483
5053,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,39647226
5054,2016-07-27 15:45:00,2016-07-27 16:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23783138
5055,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23862678
5056,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18471619
5057,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43602862
5058,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",101102694,35926563
5059,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48418059
5060,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,45273365
5061,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50279199
5062,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38133895
5063,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,17148565
5064,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44522993
5065,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2378975
5066,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15330425
5067,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37969108
5068,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33600244
5069,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23817244
5070,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,20867561
5071,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47930856
5072,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,42646125
5073,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,48145781
5074,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45864049
5075,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,44168597
5076,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17934506
5077,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,40445574
5078,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13824375
5079,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41752352
5080,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,44291224
5081,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24549460
5082,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57932183
5083,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21541980
5084,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37692774
5085,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44334188
5086,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,56503069
5087,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47204006
5088,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,44042231
5089,2016-07-27 16:00:00,2016-07-27 16:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12286449
