频道,节目名称,录制状态,频道ID,SPID,节目开始时间,节目结束时间
东方购物-1,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/0/3221225482/00000000010x.smil,350000000002,2016-04-28 15:00:00,2016-04-28 15:40:00,0
东方购物-1,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/0/3221225482/00000000010x.smil,350000000002,2016-04-28 19:10:00,2016-04-28 19:50:00,0
东方购物-1,璞玉罗布麻巢蜜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/0/3221225482/00000000010x.smil,350000000002,2016-04-28 02:40:00,2016-04-28 03:20:00,0
东方购物-1HD,3M燃油添加剂,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 03:20:00,2016-04-28 04:00:00,0
东方购物-1HD,Genie Bra无感内衣,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 13:10:00,2016-04-28 13:40:00,0
东方购物-1HD,Glasslock保鲜容器,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 01:00:00,2016-04-28 01:30:00,0
东方购物-1HD,JELLYKO头层牛皮女鞋,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 06:00:00,2016-04-28 06:30:00,0
东方购物-1HD,Missha迷尚红BB霜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 00:30:00,2016-04-28 01:00:00,0
东方购物-1HD,艾斯托尼斯清洁套装,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 05:30:00,2016-04-28 06:00:00,0
东方购物-1HD,宝马BMW530Le汽车,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 20:30:00,2016-04-28 21:30:00,0
东方购物-1HD,贝尔莱德蒸汽挂烫机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 17:40:00,2016-04-28 17:50:00,0
东方购物-1HD,奔腾电饭煲,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 16:20:00,2016-04-28 17:00:00,0
东方购物-1HD,奔腾剃须刀,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 13:40:00,2016-04-28 14:20:00,0
东方购物-1HD,次玛陀冬虫夏草礼盒,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 22:10:00,2016-04-28 22:50:00,0
东方购物-1HD,丹麦乳酸菌尊组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 07:40:00,2016-04-28 08:20:00,0
东方购物-1HD,帝尊镶托帕石套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 04:30:00,2016-04-28 05:00:00,0
东方购物-1HD,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 10:40:00,2016-04-28 11:20:00,0
东方购物-1HD,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 15:40:00,2016-04-28 16:20:00,0
东方购物-1HD,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 19:50:00,2016-04-28 20:30:00,0
东方购物-1HD,俄罗斯璀璨双城＋金环古镇游,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 18:30:00,2016-04-28 19:10:00,0
东方购物-1HD,福太太印花风衣,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 17:00:00,2016-04-28 17:40:00,0
东方购物-1HD,好当家有机即食刺参组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 06:30:00,2016-04-28 07:00:00,0
东方购物-1HD,虎牌电热水瓶,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 21:30:00,2016-04-28 22:10:00,0
东方购物-1HD,华为手机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 02:00:00,2016-04-28 02:40:00,0
东方购物-1HD,锦培大米,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 04:00:00,2016-04-28 04:30:00,0
东方购物-1HD,锦元小叶紫檀套装,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 12:00:00,2016-04-28 12:30:00,0
东方购物-1HD,劲农五常稻花香米,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 09:30:00,2016-04-28 10:00:00,0
东方购物-1HD,梅香皮蛋＋咸蛋组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 09:00:00,2016-04-28 09:30:00,0
东方购物-1HD,美的烟灶套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 11:20:00,2016-04-28 12:00:00,0
东方购物-1HD,奈士迪羽绒薄被,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 14:20:00,2016-04-28 15:00:00,0
东方购物-1HD,三枪男平角裤,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 01:30:00,2016-04-28 02:00:00,0
东方购物-1HD,斯丽佳全棉印花套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 07:00:00,2016-04-28 07:40:00,0
东方购物-1HD,松下冲洗便座,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 08:20:00,2016-04-28 09:00:00,0
东方购物-1HD,天之红祁门红茶组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 17:50:00,2016-04-28 18:30:00,0
东方购物-1HD,味爆美味肉燥组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 05:00:00,2016-04-28 05:30:00,0
东方购物-1HD,一时道场紫砂套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 00:00:00,2016-04-28 00:30:00,0
东方购物-1HD,印尼小鸟燕窝套装,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 12:30:00,2016-04-28 13:10:00,0
东方购物-1HD,英纳格真钻表,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 22:50:00,2016-04-28 23:25:00,0
东方购物-1HD,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 10:00:00,2016-04-28 10:40:00,0
东方购物-1HD,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 15:00:00,2016-04-28 15:40:00,0
东方购物-1HD,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 19:10:00,2016-04-28 19:50:00,0
东方购物-1HD,璞玉罗布麻巢蜜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226275/10000100000000060000000001534016_0.smil,350000000002,2016-04-28 02:40:00,2016-04-28 03:20:00,0
东方购物-2,AMERICAN TOURISTER拉杆箱,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 01:30:00,2016-04-28 02:00:00,0
东方购物-2,FromNature芦荟凝胶,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 00:30:00,2016-04-28 00:40:00,0
东方购物-2,Hopkins lab眼霜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 19:45:00,2016-04-28 20:30:00,0
东方购物-2,RICHENNA染发剂,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 00:00:00,2016-04-28 00:30:00,0
东方购物-2,U.S.POLO ASSN.男士衬衫,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 19:00:00,2016-04-28 19:45:00,0
东方购物-2,iRobot Roomba 吸尘器,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 10:20:00,2016-04-28 11:00:00,0
东方购物-2,爱敬克拉洗丝洗护发,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 18:50:00,2016-04-28 19:00:00,0
东方购物-2,爱其华钻石珠宝表,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 01:00:00,2016-04-28 01:30:00,0
东方购物-2,爱柔仕女鞋,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 23:00:00,2016-04-28 23:30:00,0
东方购物-2,百诺肯净水器,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 12:10:00,2016-04-28 12:50:00,0
东方购物-2,奔腾电动剃须刀,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 02:00:00,2016-04-28 02:40:00,0
东方购物-2,大金空调,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 02:40:00,2016-04-28 03:20:00,0
东方购物-2,帝尊琥珀蜜蜡吊坠,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 21:45:00,2016-04-28 22:20:00,0
东方购物-2,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 14:10:00,2016-04-28 14:50:00,0
东方购物-2,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 18:10:00,2016-04-28 18:50:00,0
东方购物-2,多森地板保养精油＋洗衣酵素,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 06:40:00,2016-04-28 07:20:00,0
东方购物-2,福满四季雕刻版画,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 20:30:00,2016-04-28 21:10:00,0
东方购物-2,复旦申花空气净化器,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 16:10:00,2016-04-28 16:50:00,0
东方购物-2,富培美水精灵清洁组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 03:20:00,2016-04-28 04:00:00,0
东方购物-2,恒源祥男士内裤,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 05:30:00,2016-04-28 06:00:00,0
东方购物-2,花王蒸汽眼罩,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 00:40:00,2016-04-28 00:50:00,0
东方购物-2,惠人原汁机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 21:10:00,2016-04-28 21:45:00,0
东方购物-2,极脉户外旅行外套,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 11:40:00,2016-04-28 12:10:00,0
东方购物-2,极萃本草精华萃取仪,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 06:00:00,2016-04-28 06:40:00,0
东方购物-2,金加瀛优等桑蚕长丝贡被,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 08:00:00,2016-04-28 08:30:00,0
东方购物-2,康宁晶钻锅,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 08:30:00,2016-04-28 09:00:00,0
东方购物-2,莱克吸尘器,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 05:00:00,2016-04-28 05:30:00,0
东方购物-2,兰芝无瑕气垫BB霜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 07:20:00,2016-04-28 08:00:00,0
东方购物-2,乐扣乐扣百纳箱,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 14:50:00,2016-04-28 15:30:00,0
东方购物-2,鹿王女士休闲裤,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 09:40:00,2016-04-28 10:20:00,0
东方购物-2,南美白对虾虾仁组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 11:00:00,2016-04-28 11:40:00,0
东方购物-2,能率恒温热水器,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 12:50:00,2016-04-28 13:30:00,0
东方购物-2,年年有余足银银筷组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 09:00:00,2016-04-28 09:40:00,0
东方购物-2,乔德奢华套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 04:30:00,2016-04-28 05:00:00,0
东方购物-2,天宝龙凤玉髓手串,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 04:00:00,2016-04-28 04:30:00,0
东方购物-2,兴和新药三次元口罩,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 00:50:00,2016-04-28 01:00:00,0
东方购物-2,珍珠生活中式铁锅,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 15:30:00,2016-04-28 16:10:00,0
东方购物-2,尊禾多功能梯椅,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 16:50:00,2016-04-28 17:30:00,0
东方购物-2,璞儿砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 13:30:00,2016-04-28 14:10:00,0
东方购物-2,璞儿砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 17:30:00,2016-04-28 18:10:00,0
东方购物-2,璞儿砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226202/00000100000000060000000000143614_0.smil,350000000002,2016-04-28 22:20:00,2016-04-28 23:00:00,0
东方购物-2.5M,3M燃油添加剂,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 03:20:00,2016-04-28 04:00:00,0
东方购物-2.5M,Genie Bra无感内衣,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 13:10:00,2016-04-28 13:40:00,0
东方购物-2.5M,Glasslock保鲜容器,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 01:00:00,2016-04-28 01:30:00,0
东方购物-2.5M,JELLYKO头层牛皮女鞋,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 06:00:00,2016-04-28 06:30:00,0
东方购物-2.5M,Missha迷尚红BB霜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 00:30:00,2016-04-28 01:00:00,0
东方购物-2.5M,艾斯托尼斯清洁套装,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 05:30:00,2016-04-28 06:00:00,0
东方购物-2.5M,宝马BMW530Le汽车,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 20:30:00,2016-04-28 21:30:00,0
东方购物-2.5M,贝尔莱德蒸汽挂烫机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 17:40:00,2016-04-28 17:50:00,0
东方购物-2.5M,奔腾电饭煲,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 16:20:00,2016-04-28 17:00:00,0
东方购物-2.5M,奔腾剃须刀,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 13:40:00,2016-04-28 14:20:00,0
东方购物-2.5M,次玛陀冬虫夏草礼盒,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 22:10:00,2016-04-28 22:50:00,0
东方购物-2.5M,丹麦乳酸菌尊组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 07:40:00,2016-04-28 08:20:00,0
东方购物-2.5M,帝尊镶托帕石套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 04:30:00,2016-04-28 05:00:00,0
东方购物-2.5M,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 10:40:00,2016-04-28 11:20:00,0
东方购物-2.5M,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 15:40:00,2016-04-28 16:20:00,0
东方购物-2.5M,东芝电视机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 19:50:00,2016-04-28 20:30:00,0
东方购物-2.5M,俄罗斯璀璨双城＋金环古镇游,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 18:30:00,2016-04-28 19:10:00,0
东方购物-2.5M,福太太印花风衣,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 17:00:00,2016-04-28 17:40:00,0
东方购物-2.5M,好当家有机即食刺参组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 06:30:00,2016-04-28 07:00:00,0
东方购物-2.5M,虎牌电热水瓶,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 21:30:00,2016-04-28 22:10:00,0
东方购物-2.5M,华为手机,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 02:00:00,2016-04-28 02:40:00,0
东方购物-2.5M,锦培大米,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 04:00:00,2016-04-28 04:30:00,0
东方购物-2.5M,锦元小叶紫檀套装,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 12:00:00,2016-04-28 12:30:00,0
东方购物-2.5M,劲农五常稻花香米,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 09:30:00,2016-04-28 10:00:00,0
东方购物-2.5M,梅香皮蛋＋咸蛋组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 09:00:00,2016-04-28 09:30:00,0
东方购物-2.5M,美的烟灶套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 11:20:00,2016-04-28 12:00:00,0
东方购物-2.5M,奈士迪羽绒薄被,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 14:20:00,2016-04-28 15:00:00,0
东方购物-2.5M,三枪男平角裤,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 01:30:00,2016-04-28 02:00:00,0
东方购物-2.5M,斯丽佳全棉印花套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 07:00:00,2016-04-28 07:40:00,0
东方购物-2.5M,松下冲洗便座,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 08:20:00,2016-04-28 09:00:00,0
东方购物-2.5M,天之红祁门红茶组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 17:50:00,2016-04-28 18:30:00,0
东方购物-2.5M,味爆美味肉燥组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 05:00:00,2016-04-28 05:30:00,0
东方购物-2.5M,一时道场紫砂套组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 00:00:00,2016-04-28 00:30:00,0
东方购物-2.5M,印尼小鸟燕窝套装,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 12:30:00,2016-04-28 13:10:00,0
东方购物-2.5M,英纳格真钻表,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 22:50:00,2016-04-28 23:25:00,0
东方购物-2.5M,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 10:00:00,2016-04-28 10:40:00,0
东方购物-2.5M,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 15:00:00,2016-04-28 15:40:00,0
东方购物-2.5M,璞儿防滑砧板组,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 19:10:00,2016-04-28 19:50:00,0
东方购物-2.5M,璞玉罗布麻巢蜜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226098/00000100000000060000000000007697_0.smil,350000000002,2016-04-28 02:40:00,2016-04-28 03:20:00,0
东方购物-2HD,AMERICAN TOURISTER拉杆箱,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226264/10000100000000060000000001534015_0.smil,350000000002,2016-04-28 01:30:00,2016-04-28 02:00:00,0
东方购物-2HD,FromNature芦荟凝胶,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226264/10000100000000060000000001534015_0.smil,350000000002,2016-04-28 00:30:00,2016-04-28 00:40:00,0
东方购物-2HD,Hopkins lab眼霜,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226264/10000100000000060000000001534015_0.smil,350000000002,2016-04-28 19:45:00,2016-04-28 20:30:00,0
东方购物-2HD,RICHENNA染发剂,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226264/10000100000000060000000001534015_0.smil,350000000002,2016-04-28 00:00:00,2016-04-28 00:30:00,0
东方购物-2HD,U.S.POLO ASSN.男士衬衫,RECORD_SUCC,rtsp://124.75.34.37/PLTV/88888888/224/3221226264/10000100000000060000000001534015_0.smil,350000000002,2016-04-28 19:00:00,2016-04-28 19:45:00,0
